path,name,dataset,language,feature_extractor,classifier,repeat,WSS@95%,RRF@10%,ATD
D:\Thesis\output\ES_EN\doc2vec\logistic,Appenzeller-Herzog_2020_ES_EN_4.h5,Appenzeller-Herzog_2020,ES_EN,doc2vec,logistic,10,68.69747899,82.14285714,8.373866788
D:\Thesis\output\ES_EN\doc2vec\logistic,Appenzeller-Herzog_2020_ES_EN_5.h5,Appenzeller-Herzog_2020,ES_EN,doc2vec,logistic,11,71.53723558,85.71428571,7.543879621
D:\Thesis\output\ES_EN\doc2vec\logistic,Appenzeller-Herzog_2020_ES_EN_6.h5,Appenzeller-Herzog_2020,ES_EN,doc2vec,logistic,12,70.00144886,78.57142857,7.869872087
D:\Thesis\output\ES_EN\doc2vec\logistic,Appenzeller-Herzog_2020_ES_EN_7.h5,Appenzeller-Herzog_2020,ES_EN,doc2vec,logistic,13,69.4508838,78.57142857,7.135095417
D:\Thesis\output\ES_EN\doc2vec\logistic,Appenzeller-Herzog_2020_ES_EN_8.h5,Appenzeller-Herzog_2020,ES_EN,doc2vec,logistic,14,70.00144886,78.57142857,9.052759035
D:\Thesis\output\ES_EN\doc2vec\logistic,Appenzeller-Herzog_2020_ES_EN_9.h5,Appenzeller-Herzog_2020,ES_EN,doc2vec,logistic,15,76.14459577,78.57142857,7.363807592
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_1.h5,Hall_2012,ES_EN,doc2vec,logistic,1,89.83639322,99.02912621,2.589123903
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_10.h5,Hall_2012,ES_EN,doc2vec,logistic,2,89.54455351,99.02912621,2.723274272
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_11.h5,Hall_2012,ES_EN,doc2vec,logistic,3,89.64557494,99.02912621,2.551962835
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_12.h5,Hall_2012,ES_EN,doc2vec,logistic,4,89.46598128,99.02912621,2.730139806
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_13.h5,Hall_2012,ES_EN,doc2vec,logistic,5,89.57822732,99.02912621,2.586944368
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_14.h5,Hall_2012,ES_EN,doc2vec,logistic,6,89.73537178,99.02912621,2.67151032
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_15.h5,Hall_2012,ES_EN,doc2vec,logistic,7,89.34251063,99.02912621,2.484070325
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_2.h5,Hall_2012,ES_EN,doc2vec,logistic,8,89.95986387,99.02912621,2.667696134
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_3.h5,Hall_2012,ES_EN,doc2vec,logistic,9,89.70169797,99.02912621,2.584982787
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_4.h5,Hall_2012,ES_EN,doc2vec,logistic,10,89.84761782,99.02912621,2.592611159
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_5.h5,Hall_2012,ES_EN,doc2vec,logistic,11,89.28638761,99.02912621,2.802609339
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_6.h5,Hall_2012,ES_EN,doc2vec,logistic,12,89.34251063,99.02912621,2.526680231
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_7.h5,Hall_2012,ES_EN,doc2vec,logistic,13,89.67924876,99.02912621,2.547385811
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_8.h5,Hall_2012,ES_EN,doc2vec,logistic,14,89.61190113,99.02912621,2.634458228
D:\Thesis\output\ES_EN\doc2vec\logistic,Hall_2012_ES_EN_9.h5,Hall_2012,ES_EN,doc2vec,logistic,15,86.4241135,99.02912621,6.475779374
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_1.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,1,86.60709475,97.61904762,4.00975163
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_10.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,2,85.66964526,95.23809524,4.803274146
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_11.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,3,85.65348234,97.61904762,4.683206724
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_12.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,4,85.71813403,95.23809524,4.549670199
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_13.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,5,86.10604416,97.61904762,4.21756063
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_14.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,6,85.94441494,97.61904762,5.120760119
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_15.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,7,86.26767339,97.61904762,4.45115334
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_2.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,8,86.0575554,97.61904762,3.976656122
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_3.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,9,86.17069585,97.61904762,5.011083147
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_4.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,10,85.94441494,100,5.018779776
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_5.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,11,85.86360033,97.61904762,3.939327469
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_6.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,12,86.25151046,97.61904762,4.768254481
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_7.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,13,86.26767339,97.61904762,4.232569058
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_8.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,14,85.68580818,97.61904762,5.089588769
D:\Thesis\output\ES_EN\doc2vec\logistic,van_de_Schoot_2017_ES_EN_9.h5,van_de_Schoot_2017,ES_EN,doc2vec,logistic,15,85.60499357,97.61904762,4.702833129
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_1.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,1,71.31785995,22.5,14.03963415
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_10.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,2,63.21400472,77.5,9.008162864
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_11.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,3,66.20377655,80,9.02193155
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_12.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,4,75.48780488,77.5,9.17633753
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_13.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,5,76.70731707,77.5,8.396439811
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_14.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,6,65.10228167,80,8.903914241
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_15.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,7,62.78127459,77.5,10.10965775
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_2.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,8,62.50590087,75,9.406471282
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_3.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,9,63.37136113,80,8.537077105
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_4.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,10,64.98426436,0,16.61831235
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_5.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,11,77.0220299,75,8.073859166
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_6.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,12,61.01101495,82.5,8.515440598
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_7.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,13,62.50590087,80,9.013080252
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_8.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,14,63.05664831,85,8.6688631
D:\Thesis\output\ES_EN\multilingual_post\logistic,ACEInhibitors_ES_EN_9.h5,ACEInhibitors,ES_EN,multilingual_post,logistic,15,63.25334382,80,9.166502754
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_1.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,1,59.33787308,64.28571429,12.02394751
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_10.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,2,59.45378151,64.28571429,12.43376661
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_11.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,3,58.03390322,71.42857143,10.28635592
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_12.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,4,59.01912489,64.28571429,11.44337045
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_13.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,5,57.39640684,75,10.55542907
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_14.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,6,58.46855984,78.57142857,10.06281823
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_15.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,7,58.20776586,64.28571429,11.62965186
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_2.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,8,60.32309476,71.42857143,10.11766776
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_3.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,9,59.54071284,64.28571429,12.12433249
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_4.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,10,58.17878876,71.42857143,10.95903879
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_5.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,11,58.93219357,57.14285714,12.74423563
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_6.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,12,56.15039119,75,11.47338246
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_7.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,13,58.46855984,78.57142857,10.58647597
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_8.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,14,57.10663576,71.42857143,10.34637993
D:\Thesis\output\ES_EN\multilingual_post\logistic,Appenzeller-Herzog_2020_ES_EN_9.h5,Appenzeller-Herzog_2020,ES_EN,multilingual_post,logistic,15,58.61344538,67.85714286,9.91172331
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_1.h5,Hall_2012,ES_EN,multilingual_post,logistic,1,91.49763466,99.02912621,1.667071697
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_10.h5,Hall_2012,ES_EN,multilingual_post,logistic,2,91.46396085,99.02912621,1.649526442
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_11.h5,Hall_2012,ES_EN,multilingual_post,logistic,3,91.64355452,99.02912621,1.722540858
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_12.h5,Hall_2012,ES_EN,multilingual_post,logistic,4,91.80069898,99.02912621,1.658244581
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_13.h5,Hall_2012,ES_EN,multilingual_post,logistic,5,91.32926559,99.02912621,1.698565975
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_14.h5,Hall_2012,ES_EN,multilingual_post,logistic,6,91.38538862,99.02912621,1.731041044
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_15.h5,Hall_2012,ES_EN,multilingual_post,logistic,7,91.10477351,99.02912621,1.67164872
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_2.h5,Hall_2012,ES_EN,multilingual_post,logistic,8,91.55375768,99.02912621,1.727771742
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_3.h5,Hall_2012,ES_EN,multilingual_post,logistic,9,91.32926559,99.02912621,1.692245324
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_4.h5,Hall_2012,ES_EN,multilingual_post,logistic,10,91.65477912,99.02912621,1.711207277
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_5.h5,Hall_2012,ES_EN,multilingual_post,logistic,11,91.64355452,99.02912621,1.689193975
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_6.h5,Hall_2012,ES_EN,multilingual_post,logistic,12,91.38538862,99.02912621,1.712514998
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_7.h5,Hall_2012,ES_EN,multilingual_post,logistic,13,91.78947437,99.02912621,1.761772485
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_8.h5,Hall_2012,ES_EN,multilingual_post,logistic,14,91.87927121,99.02912621,1.668815325
D:\Thesis\output\ES_EN\multilingual_post\logistic,Hall_2012_ES_EN_9.h5,Hall_2012,ES_EN,multilingual_post,logistic,15,91.68845293,99.02912621,1.738887369
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_1.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,1,65.09424523,88.0952381,5.739184311
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_10.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,2,62.36271137,88.0952381,6.593895033
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_11.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,3,80.65913936,90.47619048,6.112086018
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_12.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,4,64.54470587,88.0952381,5.712630939
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_13.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,5,70.04009944,88.0952381,5.755347233
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_14.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,6,70.0077736,88.0952381,5.619886552
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_15.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,7,69.73300392,88.0952381,5.898119713
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_2.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,8,61.18281804,85.71428571,7.376257437
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_3.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,9,65.69227335,85.71428571,6.544636604
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_4.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,10,69.8623073,88.0952381,5.842319148
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_5.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,11,68.89253196,88.0952381,6.643153463
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_6.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,12,71.51092537,88.0952381,5.694928691
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_7.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,13,63.10620579,88.0952381,5.972777021
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_8.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,14,67.58333526,85.71428571,6.145951188
D:\Thesis\output\ES_EN\multilingual_post\logistic,van_de_Schoot_2017_ES_EN_9.h5,van_de_Schoot_2017,ES_EN,multilingual_post,logistic,15,68.89253196,88.0952381,6.014338821
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_1.h5,ACEInhibitors,TR,doc2vec,logistic,1,75.09441385,75,8.41709284
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_10.h5,ACEInhibitors,TR,doc2vec,logistic,2,74.4649882,77.5,8.341365067
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_11.h5,ACEInhibitors,TR,doc2vec,logistic,3,75.56648308,67.5,9.111428009
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_12.h5,ACEInhibitors,TR,doc2vec,logistic,4,73.36349331,72.5,8.658044847
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_13.h5,ACEInhibitors,TR,doc2vec,logistic,5,75.68450039,75,8.6118214
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_14.h5,ACEInhibitors,TR,doc2vec,logistic,6,74.5436664,77.5,8.334480724
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_15.h5,ACEInhibitors,TR,doc2vec,logistic,7,72.06530291,72.5,9.170436664
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_2.h5,ACEInhibitors,TR,doc2vec,logistic,8,76.03855232,80,8.439712825
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_3.h5,ACEInhibitors,TR,doc2vec,logistic,9,71.31785995,70,8.725904799
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_4.h5,ACEInhibitors,TR,doc2vec,logistic,10,73.63886703,67.5,9.21666011
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_5.h5,ACEInhibitors,TR,doc2vec,logistic,11,73.40283242,72.5,9.429091267
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_6.h5,ACEInhibitors,TR,doc2vec,logistic,12,73.245476,77.5,8.361034618
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_7.h5,ACEInhibitors,TR,doc2vec,logistic,13,72.81274587,75,9.66315893
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_8.h5,ACEInhibitors,TR,doc2vec,logistic,14,75.56648308,75,9.114378442
D:\Thesis\output\TR\doc2vec\logistic,ACEInhibitors_TR_9.h5,ACEInhibitors,TR,doc2vec,logistic,15,73.95357986,77.5,8.463316286
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_1.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,1,64.23500435,78.57142857,7.877116364
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_10.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,2,61.77195016,82.14285714,8.129631163
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_11.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,3,71.01564764,71.42857143,7.987850313
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_12.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,4,70.75485367,71.42857143,7.680485987
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_13.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,5,71.53723558,71.42857143,7.474541541
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_14.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,6,62.90205737,82.14285714,7.948524237
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_15.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,7,60.23616343,71.42857143,8.562217991
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_2.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,8,61.94581281,82.14285714,7.960942998
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_3.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,9,70.26224283,75,7.721881856
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_4.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,10,73.50767893,75,7.418657118
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_5.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,11,58.99014778,71.42857143,9.964503043
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_6.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,12,73.0150681,71.42857143,7.217887155
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_7.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,13,72.98609099,71.42857143,7.328621104
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_8.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,14,60.98956824,82.14285714,8.291075051
D:\Thesis\output\TR\doc2vec\logistic,Appenzeller-Herzog_2020_TR_9.h5,Appenzeller-Herzog_2020,TR,doc2vec,logistic,15,62.03274413,75,7.893674711
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_1.h5,Hall_2012,TR,doc2vec,logistic,1,91.04865049,98.05825243,2.20803224
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_10.h5,Hall_2012,TR,doc2vec,logistic,2,91.50885926,98.05825243,2.06723429
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_11.h5,Hall_2012,TR,doc2vec,logistic,3,91.26191797,98.05825243,2.030182198
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_12.h5,Hall_2012,TR,doc2vec,logistic,4,91.43028703,98.05825243,1.970898851
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_13.h5,Hall_2012,TR,doc2vec,logistic,5,91.3404902,98.05825243,2.138178149
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_14.h5,Hall_2012,TR,doc2vec,logistic,6,91.04865049,98.05825243,2.168146752
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_15.h5,Hall_2012,TR,doc2vec,logistic,7,91.32926559,98.05825243,2.073336988
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_2.h5,Hall_2012,TR,doc2vec,logistic,8,91.22824416,98.05825243,2.099818336
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_3.h5,Hall_2012,TR,doc2vec,logistic,9,91.43028703,98.05825243,2.07126643
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_4.h5,Hall_2012,TR,doc2vec,logistic,10,91.22824416,98.05825243,2.094914382
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_5.h5,Hall_2012,TR,doc2vec,logistic,11,91.22824416,98.05825243,2.022553826
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_6.h5,Hall_2012,TR,doc2vec,logistic,12,91.63232991,98.05825243,2.019175547
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_7.h5,Hall_2012,TR,doc2vec,logistic,13,91.37416401,98.05825243,2.122485498
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_8.h5,Hall_2012,TR,doc2vec,logistic,14,91.41906243,98.05825243,1.968392386
D:\Thesis\output\TR\doc2vec\logistic,Hall_2012_TR_9.h5,Hall_2012,TR,doc2vec,logistic,15,91.03742588,98.05825243,2.141011544
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_1.h5,van_de_Schoot_2017,TR,doc2vec,logistic,1,87.91629146,100,4.34224603
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_10.h5,van_de_Schoot_2017,TR,doc2vec,logistic,2,87.83547684,100,3.606063405
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_11.h5,van_de_Schoot_2017,TR,doc2vec,logistic,3,87.803151,100,3.517167332
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_12.h5,van_de_Schoot_2017,TR,doc2vec,logistic,4,89.12851063,100,3.607987562
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_13.h5,van_de_Schoot_2017,TR,doc2vec,logistic,5,87.88396561,100,3.962032526
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_14.h5,van_de_Schoot_2017,TR,doc2vec,logistic,6,87.91629146,95.23809524,4.212172989
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_15.h5,van_de_Schoot_2017,TR,doc2vec,logistic,7,88.33652743,100,3.837347126
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_2.h5,van_de_Schoot_2017,TR,doc2vec,logistic,8,87.6576847,95.23809524,4.444996036
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_3.h5,van_de_Schoot_2017,TR,doc2vec,logistic,9,88.12640945,100,4.080175791
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_4.h5,van_de_Schoot_2017,TR,doc2vec,logistic,10,88.56280835,100,3.608372394
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_5.h5,van_de_Schoot_2017,TR,doc2vec,logistic,11,87.86780269,100,3.550647671
D:\Thesis\output\TR\doc2vec\logistic,van_de_Schoot_2017_TR_6.h5,van_de_Schoot_2017,TR,doc2vec,logistic,12,88.07792068,97.61904762,3.412493169
